Subject,Group,ACC,RT,Condition
224,TD,1,978,Control
224,TD,1,2191,Control
224,TD,1,986,Control
224,TD,1,778,Control
224,TD,0,1661,Sub
224,TD,1,1824,Sub
224,TD,1,1879,Sub
224,TD,1,1524,Sub
224,TD,1,1358,Sub
224,TD,1,1163,Sub
224,TD,1,2462,Sub
224,TD,1,892,Sub
224,TD,1,1541,Sub
224,TD,1,827,Control
224,TD,1,2834,Control
224,TD,1,1266,Control
224,TD,1,1249,Control
224,TD,0,1605,Sub
224,TD,1,2466,Sub
224,TD,1,1135,Sub
224,TD,1,1760,Sub
224,TD,1,1492,Sub
224,TD,1,3567,Sub
224,TD,0,0,Sub
224,TD,0,1234,Sub
224,TD,0,1318,Sub
224,TD,1,1195,Sub
224,TD,1,1986,Sub
224,TD,1,1434,Sub
224,TD,1,1449,Sub
224,TD,1,1085,Control
224,TD,1,967,Control
224,TD,1,617,Control
224,TD,1,2714,Control
224,TD,1,2996,Sub
224,TD,1,2248,Sub
224,TD,0,1902,Sub
224,TD,1,2538,Sub
224,TD,1,4565,Sub
224,TD,1,2167,Sub
224,TD,1,1392,Sub
224,TD,1,954,Sub
224,TD,1,2491,Sub
224,TD,1,1686,Sub
224,TD,1,1030,Control
224,TD,1,1062,Control
224,TD,1,1274,Control
224,TD,1,1052,Control
224,TD,1,1588,Control
227,TD,1,3495,Sub
227,TD,1,4128,Sub
227,TD,1,2317,Sub
227,TD,1,3135,Sub
227,TD,1,4785,Control
227,TD,1,1151,Control
227,TD,0,1890,Control
227,TD,1,2402,Control
227,TD,1,4491,Sub
227,TD,0,0,Sub
227,TD,1,183,Sub
227,TD,1,3592,Sub
227,TD,1,3653,Sub
227,TD,1,2220,Sub
227,TD,1,2930,Sub
227,TD,1,4538,Sub
227,TD,1,2139,Sub
227,TD,1,3340,Control
227,TD,1,1077,Control
227,TD,1,1941,Control
227,TD,1,1267,Control
227,TD,1,1205,Control
227,TD,1,1508,Sub
227,TD,1,4585,Sub
227,TD,1,3114,Sub
227,TD,1,3533,Sub
227,TD,1,2952,Sub
227,TD,1,2456,Sub
227,TD,1,4268,Sub
227,TD,1,3323,Sub
227,TD,0,0,Sub
227,TD,1,1044,Sub
227,TD,1,3625,Sub
227,TD,0,0,Sub
227,TD,0,63,Sub
227,TD,1,2527,Sub
227,TD,0,2994,Sub
227,TD,1,1334,Control
227,TD,1,1266,Control
227,TD,1,1661,Control
227,TD,1,2193,Control
227,TD,1,1426,Control
227,TD,1,2121,Sub
227,TD,1,2625,Sub
227,TD,1,3797,Sub
227,TD,1,2957,Sub
227,TD,0,4720,Sub
227,TD,1,3159,Sub
227,TD,1,2507,Sub
227,TD,1,2116,Sub
227,TD,1,1699,Control
227,TD,1,1918,Control
227,TD,0,2022,Control
227,TD,1,1615,Control
238,TD,1,3693,Sub
238,TD,1,2714,Sub
238,TD,1,2554,Sub
238,TD,1,2807,Sub
238,TD,1,1847,Control
238,TD,0,1685,Control
238,TD,1,1927,Control
238,TD,1,1258,Control
238,TD,1,3298,Control
238,TD,1,4809,Sub
238,TD,1,2719,Sub
238,TD,0,0,Sub
238,TD,0,323,Sub
238,TD,0,3304,Sub
238,TD,0,0,Sub
238,TD,0,0,Sub
238,TD,1,4752,Sub
238,TD,1,4066,Sub
238,TD,1,1980,Control
238,TD,1,2187,Control
238,TD,1,1181,Control
238,TD,1,639,Control
238,TD,1,4777,Sub
238,TD,1,3098,Sub
238,TD,0,3573,Sub
238,TD,0,0,Sub
238,TD,1,2901,Sub
238,TD,1,2402,Sub
238,TD,0,0,Sub
238,TD,1,1884,Sub
238,TD,1,2442,Sub
238,TD,1,3300,Sub
238,TD,1,2055,Sub
238,TD,1,3609,Sub
238,TD,1,3366,Sub
238,TD,0,3458,Sub
238,TD,1,3668,Sub
238,TD,1,1538,Control
238,TD,1,1216,Control
238,TD,0,0,Control
238,TD,1,2828,Control
238,TD,1,1258,Control
238,TD,1,4919,Sub
238,TD,0,4844,Sub
238,TD,0,76,Sub
238,TD,1,2521,Sub
238,TD,1,3269,Sub
238,TD,1,4170,Sub
238,TD,1,1281,Sub
238,TD,0,0,Sub
238,TD,1,1679,Control
238,TD,1,2443,Control
238,TD,1,1024,Control
238,TD,0,0,Control
242,TD,0,4488,Sub
242,TD,0,4690,Sub
242,TD,1,2434,Sub
242,TD,1,2521,Sub
242,TD,1,2534,Control
242,TD,1,3041,Control
242,TD,1,1873,Control
242,TD,1,737,Control
242,TD,1,2261,Sub
242,TD,1,2627,Sub
242,TD,1,2648,Sub
242,TD,1,2594,Sub
242,TD,1,2973,Sub
242,TD,1,2220,Sub
242,TD,1,1625,Sub
242,TD,0,0,Sub
242,TD,1,3581,Sub
242,TD,0,0,Control
242,TD,1,1517,Control
242,TD,1,1397,Control
242,TD,1,1034,Control
242,TD,1,876,Control
242,TD,1,4623,Sub
242,TD,1,2271,Sub
242,TD,1,2893,Sub
242,TD,1,2329,Sub
242,TD,1,3090,Sub
242,TD,1,3997,Sub
242,TD,1,1833,Sub
242,TD,1,2750,Sub
242,TD,1,2707,Sub
242,TD,1,1608,Sub
242,TD,0,3668,Sub
242,TD,1,4389,Sub
242,TD,1,1794,Sub
242,TD,1,2678,Sub
242,TD,1,2025,Sub
242,TD,1,988,Control
242,TD,1,1979,Control
242,TD,1,1540,Control
242,TD,1,2300,Control
242,TD,1,3504,Sub
242,TD,1,2328,Sub
242,TD,1,4486,Sub
242,TD,0,0,Sub
242,TD,1,2431,Sub
242,TD,1,2065,Sub
242,TD,1,2940,Sub
242,TD,1,3980,Sub
242,TD,1,1949,Control
242,TD,1,1248,Control
242,TD,1,904,Control
242,TD,1,1200,Control
242,TD,1,720,Control
244,TD,1,3101,Sub
244,TD,1,4779,Sub
244,TD,1,2043,Sub
244,TD,1,2909,Sub
244,TD,1,4291,Sub
244,TD,1,3288,Control
244,TD,1,1107,Control
244,TD,1,3716,Control
244,TD,1,1082,Control
244,TD,1,1199,Control
244,TD,1,2267,Sub
244,TD,1,2319,Sub
244,TD,1,1979,Sub
244,TD,1,4767,Sub
244,TD,1,2050,Sub
244,TD,1,3580,Sub
244,TD,1,3901,Sub
244,TD,1,4797,Sub
244,TD,1,2248,Sub
244,TD,1,2541,Control
244,TD,1,2412,Control
244,TD,1,1725,Control
244,TD,1,678,Control
244,TD,1,2404,Sub
244,TD,1,2159,Sub
244,TD,1,2935,Sub
244,TD,1,2418,Sub
244,TD,1,3236,Sub
244,TD,1,1730,Sub
244,TD,1,4707,Sub
244,TD,1,4979,Sub
244,TD,1,3232,Sub
244,TD,1,2532,Sub
244,TD,0,0,Sub
244,TD,1,4321,Sub
244,TD,1,2296,Sub
244,TD,1,3396,Sub
244,TD,1,1446,Control
244,TD,1,2009,Control
244,TD,1,1105,Control
244,TD,1,992,Control
244,TD,1,1873,Control
244,TD,1,2909,Sub
244,TD,1,2508,Sub
244,TD,1,4180,Sub
244,TD,1,1768,Sub
244,TD,1,2790,Sub
244,TD,1,1798,Sub
244,TD,1,3604,Sub
244,TD,1,3766,Sub
244,TD,0,1944,Control
244,TD,1,1165,Control
244,TD,1,1390,Control
244,TD,1,1398,Control
274,TD,0,0,Sub
274,TD,0,182,Sub
274,TD,1,2175,Sub
274,TD,1,2517,Sub
274,TD,1,2935,Control
274,TD,1,960,Control
274,TD,1,2327,Control
274,TD,0,2836,Control
274,TD,1,1645,Control
274,TD,0,3814,Sub
274,TD,1,4093,Sub
274,TD,0,0,Sub
274,TD,0,0,Sub
274,TD,1,3029,Sub
274,TD,0,3955,Sub
274,TD,1,4108,Sub
274,TD,1,4435,Sub
274,TD,1,1190,Control
274,TD,1,581,Control
274,TD,1,1170,Control
274,TD,1,1296,Control
274,TD,1,4204,Sub
274,TD,1,1871,Sub
274,TD,1,4175,Sub
274,TD,1,2424,Sub
274,TD,1,3095,Sub
274,TD,1,4595,Sub
274,TD,1,1704,Sub
274,TD,1,3067,Sub
274,TD,1,1739,Sub
274,TD,1,3895,Sub
274,TD,1,2321,Sub
274,TD,0,0,Sub
274,TD,0,22,Sub
274,TD,0,0,Sub
274,TD,1,3096,Control
274,TD,1,938,Control
274,TD,1,1506,Control
274,TD,1,1466,Control
274,TD,0,0,Sub
274,TD,0,0,Sub
274,TD,0,3640,Sub
274,TD,0,0,Sub
274,TD,1,3773,Sub
274,TD,0,2660,Sub
274,TD,1,4353,Sub
274,TD,1,2976,Sub
274,TD,1,1675,Sub
274,TD,1,3103,Sub
274,TD,1,2598,Control
274,TD,0,1350,Control
274,TD,1,1775,Control
274,TD,1,1160,Control
274,TD,1,1854,Control
305,TD,1,4341,Sub
305,TD,1,3263,Sub
305,TD,1,2319,Sub
305,TD,1,1372,Sub
305,TD,1,2358,Sub
305,TD,1,1787,Control
305,TD,1,1041,Control
305,TD,1,738,Control
305,TD,1,1080,Control
305,TD,1,3352,Sub
305,TD,1,2818,Sub
305,TD,1,2174,Sub
305,TD,1,2273,Sub
305,TD,1,2802,Sub
305,TD,0,1400,Sub
305,TD,0,0,Sub
305,TD,1,2432,Sub
305,TD,1,1658,Sub
305,TD,1,3275,Sub
305,TD,1,1982,Control
305,TD,1,661,Control
305,TD,1,1340,Control
305,TD,1,1335,Control
305,TD,1,1247,Control
305,TD,1,3593,Sub
305,TD,0,1603,Sub
305,TD,1,1720,Sub
305,TD,1,1494,Sub
305,TD,1,2455,Sub
305,TD,1,2364,Sub
305,TD,1,2222,Sub
305,TD,1,2066,Sub
305,TD,1,1387,Sub
305,TD,1,2421,Sub
305,TD,1,3305,Sub
305,TD,1,2152,Sub
305,TD,1,3356,Sub
305,TD,1,1549,Control
305,TD,1,1143,Control
305,TD,1,843,Control
305,TD,1,1436,Control
305,TD,1,3076,Sub
305,TD,1,1634,Sub
305,TD,1,2530,Sub
305,TD,1,2090,Sub
305,TD,0,3156,Sub
305,TD,0,0,Sub
305,TD,1,3080,Sub
305,TD,0,4156,Sub
305,TD,1,1379,Control
305,TD,1,966,Control
305,TD,1,980,Control
305,TD,1,3520,Control
305,TD,1,2088,Control
317,TD,1,1571,Sub
317,TD,1,1530,Sub
317,TD,1,1621,Sub
317,TD,1,1522,Sub
317,TD,1,1801,Sub
317,TD,1,895,Control
317,TD,1,900,Control
317,TD,1,1054,Control
317,TD,1,1223,Control
317,TD,1,2300,Sub
317,TD,1,1898,Sub
317,TD,0,0,Sub
317,TD,1,1864,Sub
317,TD,1,1856,Sub
317,TD,1,1606,Sub
317,TD,1,1930,Sub
317,TD,1,2969,Sub
317,TD,1,2038,Sub
317,TD,1,1156,Control
317,TD,1,1075,Control
317,TD,1,813,Control
317,TD,1,844,Control
317,TD,1,1869,Sub
317,TD,1,1705,Sub
317,TD,1,1540,Sub
317,TD,0,2494,Sub
317,TD,1,2358,Sub
317,TD,1,3638,Sub
317,TD,1,3681,Sub
317,TD,1,2080,Sub
317,TD,1,2381,Sub
317,TD,1,1610,Sub
317,TD,0,2118,Sub
317,TD,1,2084,Sub
317,TD,1,2331,Sub
317,TD,1,1642,Sub
317,TD,1,1090,Control
317,TD,1,693,Control
317,TD,1,1177,Control
317,TD,1,897,Control
317,TD,1,1073,Control
317,TD,1,2190,Sub
317,TD,1,2709,Sub
317,TD,1,2556,Sub
317,TD,1,2846,Sub
317,TD,1,2648,Sub
317,TD,1,2239,Sub
317,TD,1,3162,Sub
317,TD,0,0,Sub
317,TD,1,1103,Control
317,TD,1,728,Control
317,TD,1,1002,Control
317,TD,1,1089,Control
317,TD,1,924,Control
320,TD,0,0,Sub
320,TD,0,2371,Sub
320,TD,1,3709,Sub
320,TD,1,2267,Sub
320,TD,1,2418,Control
320,TD,1,1969,Control
320,TD,0,0,Control
320,TD,0,0,Control
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,1,4265,Sub
320,TD,1,4551,Sub
320,TD,1,2135,Sub
320,TD,0,0,Sub
320,TD,1,1401,Control
320,TD,1,1166,Control
320,TD,0,0,Control
320,TD,1,3993,Control
320,TD,1,1598,Control
320,TD,0,628,Sub
320,TD,1,3372,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,1,1857,Sub
320,TD,1,3318,Sub
320,TD,1,2155,Sub
320,TD,0,4198,Sub
320,TD,0,533,Sub
320,TD,1,1338,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Control
320,TD,0,0,Control
320,TD,1,1101,Control
320,TD,1,1187,Control
320,TD,1,1364,Control
320,TD,1,2811,Sub
320,TD,1,1891,Sub
320,TD,1,3688,Sub
320,TD,1,4486,Sub
320,TD,1,4005,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,0,0,Sub
320,TD,1,4764,Sub
320,TD,1,4018,Sub
320,TD,1,3496,Control
320,TD,1,4092,Control
320,TD,1,1955,Control
320,TD,0,0,Control
358,TD,1,2797,Sub
358,TD,1,2530,Sub
358,TD,0,88,Sub
358,TD,1,1550,Sub
358,TD,1,2654,Sub
358,TD,1,4664,Control
358,TD,1,976,Control
358,TD,0,4795,Control
358,TD,0,200,Control
358,TD,1,4332,Sub
358,TD,0,1881,Sub
358,TD,1,2535,Sub
358,TD,1,2332,Sub
358,TD,1,2404,Sub
358,TD,1,2395,Sub
358,TD,0,0,Sub
358,TD,1,2151,Sub
358,TD,0,3864,Sub
358,TD,1,917,Control
358,TD,1,1586,Control
358,TD,1,774,Control
358,TD,1,980,Control
358,TD,1,797,Control
358,TD,0,2857,Sub
358,TD,1,3091,Sub
358,TD,0,1853,Sub
358,TD,0,3220,Sub
358,TD,1,4619,Sub
358,TD,1,1160,Sub
358,TD,1,2194,Sub
358,TD,1,2551,Sub
358,TD,1,3099,Sub
358,TD,1,4194,Sub
358,TD,1,1275,Sub
358,TD,1,2747,Sub
358,TD,1,1279,Control
358,TD,1,1090,Control
358,TD,1,1473,Control
358,TD,1,836,Control
358,TD,1,2847,Sub
358,TD,1,2560,Sub
358,TD,1,2967,Sub
358,TD,0,3092,Sub
358,TD,1,2405,Sub
358,TD,0,0,Sub
358,TD,1,2111,Sub
358,TD,1,2214,Sub
358,TD,1,3582,Sub
358,TD,0,2041,Sub
358,TD,1,1090,Control
358,TD,1,644,Control
358,TD,1,1462,Control
358,TD,1,686,Control
358,TD,1,519,Control
465,TD,1,2645,Sub
465,TD,1,1981,Sub
465,TD,1,1647,Sub
465,TD,1,1526,Sub
465,TD,1,1629,Control
465,TD,1,1317,Control
465,TD,1,1412,Control
465,TD,1,1232,Control
465,TD,1,3890,Sub
465,TD,1,2201,Sub
465,TD,1,1920,Sub
465,TD,0,0,Sub
465,TD,1,2076,Sub
465,TD,1,4818,Sub
465,TD,1,1453,Sub
465,TD,1,1956,Sub
465,TD,1,1573,Sub
465,TD,1,988,Control
465,TD,1,1234,Control
465,TD,1,1501,Control
465,TD,1,1082,Control
465,TD,1,1009,Control
465,TD,1,1649,Sub
465,TD,1,2283,Sub
465,TD,1,3210,Sub
465,TD,1,1812,Sub
465,TD,0,2478,Sub
465,TD,1,2423,Sub
465,TD,0,0,Sub
465,TD,1,2545,Sub
465,TD,0,2641,Sub
465,TD,1,1443,Sub
465,TD,1,1957,Sub
465,TD,1,1561,Sub
465,TD,1,4065,Sub
465,TD,0,2618,Sub
465,TD,1,2114,Sub
465,TD,1,3014,Control
465,TD,1,1787,Control
465,TD,1,1802,Control
465,TD,1,1660,Control
465,TD,1,2675,Sub
465,TD,1,1372,Sub
465,TD,1,3026,Sub
465,TD,1,2704,Sub
465,TD,1,2573,Sub
465,TD,1,1152,Sub
465,TD,1,2183,Sub
465,TD,1,2351,Sub
465,TD,1,1069,Control
465,TD,1,943,Control
465,TD,1,1479,Control
465,TD,1,1121,Control
465,TD,1,1172,Control
